TEXT;Value
toshima54314;0
toshima54315;0
toshima54316;0
toshima54317;0
toshima54318;0
toshima54319;0
toshima5432;0
toshima54320;0
toshima54321;0
toshima54322;0
toshima54323;0
toshima54324;0
toshima54325;0
toshima54326;0
toshima54327;0
toshima54328;0
toshima54329;0
toshima5433;0
toshima54330;0
toshima54331;0
toshima54332;0
toshima54333;0
toshima54334;0
toshima54335;0
toshima54336;0
toshima54337;0
toshima54338;0
toshima54339;0
toshima5434;0
toshima54340;0
toshima54341;0
toshima54342;0
toshima54343;0
toshima54344;0
toshima54345;0
toshima54346;0
toshima54347;0
toshima54348;0
toshima54349;0
toshima5435;0
toshima54350;0
toshima54351;0
toshima54352;0
toshima54353;0
toshima54354;0
toshima54355;0
toshima54356;0
toshima54357;0
toshima54358;0
toshima54359;0
toshima5436;0
toshima54360;0
toshima54361;0
toshima54362;0
toshima54363;0
toshima54364;0
toshima54365;0
toshima54366;0
toshima54367;0
toshima54368;0
toshima54369;0
toshima5437;0
toshima54370;0
toshima54371;0
toshima54372;0
toshima54373;0
toshima54374;0
toshima54375;0
toshima54376;0
toshima54377;0
toshima54378;0
toshima54379;0
toshima5438;0
toshima54380;0
toshima54381;0
toshima54382;0
toshima54383;0
toshima54384;0
toshima54385;0
toshima54386;0
toshima54387;0
toshima54388;0
toshima54389;0
toshima5439;0
toshima54390;0
toshima54391;0
toshima54392;0
toshima54393;0
toshima54394;0
toshima54395;0
toshima54396;0
toshima54397;0
toshima54398;0
toshima54399;0
toshima544;1
toshima5440;0
toshima54400;0
toshima54401;0
toshima54402;0
toshima54403;0
toshima54404;0
toshima54405;0
toshima54406;0
toshima54407;0
toshima54408;0
toshima54409;0
toshima5441;0
toshima54410;0
toshima54411;0
toshima54412;0
toshima54413;0
toshima54414;0
toshima54415;0
toshima54416;0
toshima54417;0
toshima54418;0
toshima54419;0
toshima5442;0
toshima54420;0
toshima54421;0
toshima54422;0
toshima54423;0
toshima54424;0
toshima54425;0
toshima54426;0
toshima54427;0
toshima54428;0
toshima54429;0
toshima5443;0
toshima54430;0
toshima54431;0
toshima54432;0
toshima54433;0
toshima54434;0
toshima54435;0
toshima54436;0
toshima54437;0
toshima54438;0
toshima54439;0
toshima5444;0
toshima54440;0
toshima54441;0
toshima54442;0
toshima54443;0
toshima54444;0
toshima54445;0
toshima54446;0
toshima54447;0
toshima54448;0
toshima54449;0
toshima5445;0
toshima54450;0
toshima54451;0
toshima54452;0
toshima54453;0
toshima54454;0
toshima54455;0
toshima54456;0
toshima54457;0
toshima54458;0
toshima54459;0
toshima5446;0
toshima54460;0
toshima54461;0
toshima54462;0
toshima54463;0
toshima54464;0
toshima54465;0
toshima54466;0
toshima54467;0
toshima54468;0
toshima54469;0
toshima5447;0
toshima54470;0
toshima54471;0
toshima54472;0
toshima54473;0
toshima54474;0
toshima54475;0
toshima54476;0
toshima54477;0
toshima54478;0
toshima54479;0
toshima5448;0
toshima54480;0
toshima54481;0
toshima54482;0
toshima54483;0
toshima54484;0
toshima54485;0
toshima54486;0
toshima54487;0
toshima54488;0
toshima54489;0
toshima5449;0
toshima54490;0
toshima54491;0
toshima54492;0
toshima54493;0
toshima54494;0
toshima54495;0
toshima54496;0
toshima54497;0
toshima54498;0
toshima54499;0
toshima545;1
toshima5450;0
toshima54500;0
toshima54501;0
toshima54502;0
toshima54503;0
toshima54504;0
toshima54505;0
toshima54506;0
toshima54507;0
toshima54508;0
toshima54509;0
toshima5451;0
toshima54510;0
toshima54511;0
toshima54512;0
toshima54513;0
toshima54514;0
toshima54515;0
toshima54516;0
toshima54517;0
toshima54518;0
toshima54519;0
toshima5452;0
toshima54520;0
toshima54521;0
toshima54522;0
toshima54523;0
toshima54524;0
toshima54525;0
toshima54526;0
toshima54527;0
toshima54528;0
toshima54529;0
toshima5453;0
toshima54530;0
toshima54531;0
toshima54532;0
toshima54533;0
toshima54534;0
toshima54535;0
toshima54536;0
toshima54537;0
toshima54538;0
toshima54539;0
toshima5454;0
toshima54540;0
toshima54541;0
toshima54542;0
toshima54543;0
toshima54544;0
toshima54545;0
toshima54546;0
toshima54547;0
toshima54548;0
toshima54549;0
toshima5455;0
toshima54550;0
toshima54551;0
toshima54552;0
toshima54553;0
toshima54554;0
toshima54555;0
toshima54556;0
toshima54557;0
toshima54558;0
toshima54559;0
toshima5456;0
toshima54560;0
toshima54561;0
toshima54562;0
toshima54563;0
toshima54564;0
toshima54565;0
toshima54566;0
toshima54567;0
toshima54568;0
toshima54569;0
toshima5457;0
toshima54570;0
toshima54571;0
toshima54572;0
toshima54573;0
toshima54574;0
toshima54575;0
toshima54576;0
toshima54577;0
toshima54578;0
toshima54579;0
toshima5458;0
toshima54580;0
toshima54581;0
toshima54582;0
toshima54583;0
toshima54584;0
toshima54585;0
toshima54586;0
toshima54587;0
toshima54588;0
toshima54589;0
toshima5459;0
toshima54590;0
toshima54591;0
toshima54592;0
toshima54593;0
toshima54594;0
toshima54595;0
toshima54596;0
toshima54597;0
toshima54598;0
toshima54599;0
toshima546;1
toshima5460;0
toshima54600;0
toshima54601;0
toshima54602;0
toshima54603;0
toshima54604;0
toshima54605;0
toshima54606;0
toshima54607;0
toshima54608;0
toshima54609;0
toshima5461;0
toshima54610;0
toshima54611;0
toshima54612;0
toshima54613;0
toshima54614;0
toshima54615;0
toshima54616;0
toshima54617;0
toshima54618;0
toshima54619;0
toshima5462;0
toshima54620;0
toshima54621;0
toshima54622;0
toshima54623;0
toshima54624;0
toshima54625;0
toshima54626;0
toshima54627;0
toshima54628;0
toshima54629;0
toshima5463;0
toshima54630;0
toshima54631;0
toshima54632;0
toshima54633;0
toshima54634;0
toshima54635;0
toshima54636;0
toshima54637;0
toshima54638;0
toshima54639;0
toshima5464;0
toshima54640;0
toshima54641;0
toshima54642;0
toshima54643;0
toshima54644;0
toshima54645;0
toshima54646;0
toshima54647;0
toshima54648;0
toshima54649;0
toshima5465;0
toshima54650;0
toshima54651;0
toshima54652;0
toshima54653;0
toshima54654;0
toshima54655;0
toshima54656;0
toshima54657;0
toshima54658;0
toshima54659;0
toshima5466;0
toshima54660;0
toshima54661;0
toshima54662;0
toshima54663;0
toshima54664;0
toshima54665;0
toshima54666;0
toshima54667;0
toshima54668;0
toshima54669;0
toshima5467;0
toshima54670;0
toshima54671;0
toshima54672;0
toshima54673;0
toshima54674;0
toshima54675;0
toshima54676;0
toshima54677;0
toshima54678;0
toshima54679;0
toshima5468;0
toshima54680;0
toshima54681;0
toshima54682;0
toshima54683;0
toshima54684;0
toshima54685;0
toshima54686;0
toshima54687;0
toshima54688;0
toshima54689;0
toshima5469;0
toshima54690;0
toshima54691;0
toshima54692;0
toshima54693;0
toshima54694;0
toshima54695;0
toshima54696;0
toshima54697;0
toshima54698;0
toshima54699;0
toshima547;1
toshima5470;0
toshima54700;0
toshima54701;0
toshima54702;0
toshima54703;0
toshima54704;0
toshima54705;0
toshima54706;0
toshima54707;0
toshima54708;0
toshima54709;0
toshima5471;0
toshima54710;0
toshima54711;0
toshima54712;0
toshima54713;0
toshima54714;0
toshima54715;0
toshima54716;0
toshima54717;0
toshima54718;0
toshima54719;0
toshima5472;0
toshima54720;0
toshima54721;0
toshima54722;0
toshima54723;0
toshima54724;0
toshima54725;0
toshima54726;0
toshima54727;0
toshima54728;0
toshima54729;0
toshima5473;0
toshima54730;0
toshima54731;0
toshima54732;0
toshima54733;0
toshima54734;0
toshima54735;0
toshima54736;0
toshima54737;0
toshima54738;0
toshima54739;0
toshima5474;0
toshima54740;0
toshima54741;0
toshima54742;0
toshima54743;0
toshima54744;0
toshima54745;0
toshima54746;0
toshima54747;0
toshima54748;0
toshima54749;0
toshima5475;0
toshima54750;0
toshima54751;0
toshima54752;0
toshima54753;0
toshima54754;0
toshima54755;0
toshima54756;0
toshima54757;0
toshima54758;0
toshima54759;0
toshima5476;0
toshima54760;0
toshima54761;0
toshima54762;0
toshima54763;0
toshima54764;0
toshima54765;0
toshima54766;0
toshima54767;0
toshima54768;0
toshima54769;0
toshima5477;0
toshima54770;0
toshima54771;0
toshima54772;0
toshima54773;0
toshima54774;0
toshima54775;0
toshima54776;0
toshima54777;0
toshima54778;0
toshima54779;0
toshima5478;0
toshima54780;0
toshima54781;0
toshima54782;0
toshima54783;0
toshima54784;0
toshima54785;0
toshima54786;0
toshima54787;0
toshima54788;0
toshima54789;0
toshima5479;0
toshima54790;0
toshima54791;0
toshima54792;0
toshima54793;0
toshima54794;0
toshima54795;0
toshima54796;0
toshima54797;0
toshima54798;0
toshima54799;0
toshima548;1
toshima5480;0
toshima54800;0
toshima54801;0
toshima54802;0
toshima54803;0
toshima54804;0
toshima54805;0
toshima54806;0
toshima54807;0
toshima54808;0
toshima54809;0
toshima5481;0
toshima54810;0
toshima54811;0
toshima54812;0
toshima54813;0
toshima54814;0
toshima54815;0
toshima54816;0
toshima54817;0
toshima54818;0
toshima54819;0
toshima5482;0
toshima54820;0
toshima54821;0
toshima54822;0
toshima54823;0
toshima54824;0
toshima54825;0
toshima54826;0
toshima54827;0
toshima54828;0
toshima54829;0
toshima5483;0
toshima54830;0
toshima54831;0
toshima54832;0
toshima54833;0
toshima54834;0
toshima54835;0
toshima54836;0
toshima54837;0
toshima54838;0
toshima54839;0
toshima5484;0
toshima54840;0
toshima54841;0
toshima54842;0
toshima54843;0
toshima54844;0
toshima54845;0
toshima54846;0
toshima54847;0
toshima54848;0
toshima54849;0
toshima5485;0
toshima54850;0
toshima54851;0
toshima54852;0
toshima54853;0
toshima54854;0
toshima54855;0
toshima54856;0
toshima54857;0
toshima54858;0
toshima54859;0
toshima5486;0
toshima54860;0
toshima54861;0
toshima54862;0
toshima54863;0
toshima54864;0
toshima54865;0
toshima54866;0
toshima54867;0
toshima54868;0
toshima54869;0
toshima5487;0
toshima54870;0
toshima54871;0
toshima54872;0
toshima54873;0
toshima54874;0
toshima54875;0
toshima54876;0
toshima54877;0
toshima54878;0
toshima54879;0
toshima5488;0
toshima54880;0
toshima54881;0
toshima54882;0
toshima54883;0
toshima54884;0
toshima54885;0
toshima54886;0
toshima54887;0
toshima54888;0
toshima54889;0
toshima5489;0
toshima54890;0
toshima54891;0
toshima54892;0
toshima54893;0
toshima54894;0
toshima54895;0
toshima54896;0
toshima54897;0
toshima54898;0
toshima54899;0
toshima549;1
toshima5490;0
toshima54900;0
toshima54901;0
toshima54902;0
toshima54903;0
toshima54904;0
toshima54905;0
toshima54906;0
toshima54907;0
toshima54908;0
toshima54909;0
toshima5491;0
toshima54910;0
toshima54911;0
toshima54912;0
toshima54913;0
toshima54914;0
toshima54915;0
toshima54916;0
toshima54917;0
toshima54918;0
toshima54919;0
toshima5492;0
toshima54920;0
toshima54921;0
toshima54922;0
toshima54923;0
toshima54924;0
toshima54925;0
toshima54926;0
toshima54927;0
toshima54928;0
toshima54929;0
toshima5493;0
toshima54930;0
toshima54931;0
toshima54932;0
toshima54933;0
toshima54934;0
toshima54935;0
toshima54936;0
toshima54937;0
toshima54938;0
toshima54939;0
toshima5494;0
toshima54940;0
toshima54941;0
toshima54942;0
toshima54943;0
toshima54944;0
toshima54945;0
toshima54946;0
toshima54947;0
toshima54948;0
toshima54949;0
toshima5495;0
toshima54950;0
toshima54951;0
toshima54952;0
toshima54953;0
toshima54954;0
toshima54955;0
toshima54956;0
toshima54957;0
toshima54958;0
toshima54959;0
toshima5496;0
toshima54960;0
toshima54961;0
toshima54962;0
toshima54963;0
toshima54964;0
toshima54965;0
toshima54966;0
toshima54967;0
toshima54968;0
toshima54969;0
toshima5497;0
toshima54970;0
toshima54971;0
toshima54972;0
toshima54973;0
toshima54974;0
toshima54975;0
toshima54976;0
toshima54977;0
toshima54978;0
toshima54979;0
toshima5498;0
toshima54980;0
toshima54981;0
toshima54982;0
toshima54983;0
toshima54984;0
toshima54985;0
toshima54986;0
toshima54987;0
toshima54988;0
toshima54989;0
toshima5499;0
toshima54990;0
toshima54991;0
toshima54992;0
toshima54993;0
toshima54994;0
toshima54995;0
toshima54996;0
toshima54997;0
toshima54998;0
toshima54999;0
toshima55;1
toshima550;1
toshima5500;0
toshima55000;0
toshima55001;0
toshima55002;0
toshima55003;0
toshima55004;0
toshima55005;0
toshima55006;0
toshima55007;0
toshima55008;0
toshima55009;0
toshima5501;0
toshima55010;0
toshima55011;0
toshima55012;0
toshima55013;0
toshima55014;0
toshima55015;0
toshima55016;0
toshima55017;0
toshima55018;0
toshima55019;0
toshima5502;0
toshima55020;0
toshima55021;0
toshima55022;0
toshima55023;0
toshima55024;0
toshima55025;0
toshima55026;0
toshima55027;0
toshima55028;0
toshima55029;0
toshima5503;0
toshima55030;0
toshima55031;0
toshima55032;0
toshima55033;0
toshima55034;0
toshima55035;0
toshima55036;0
toshima55037;0
toshima55038;0
toshima55039;0
toshima5504;0
toshima55040;0
toshima55041;0
toshima55042;0
toshima55043;0
toshima55044;0
toshima55045;0
toshima55046;0
toshima55047;0
toshima55048;0
toshima55049;0
toshima5505;0
toshima55050;0
toshima55051;0
toshima55052;0
toshima55053;0
toshima55054;0
toshima55055;0
toshima55056;0
toshima55057;0
toshima55058;0
toshima55059;0
toshima5506;0
toshima55060;0
toshima55061;0
toshima55062;0
toshima55063;0
toshima55064;0
toshima55065;0
toshima55066;0
toshima55067;0
toshima55068;0
toshima55069;0
toshima5507;0
toshima55070;0
toshima55071;0
toshima55072;0
toshima55073;0
toshima55074;0
toshima55075;0
toshima55076;0
toshima55077;0
toshima55078;0
toshima55079;0
toshima5508;0
toshima55080;0
toshima55081;0
toshima55082;0
toshima55083;0
toshima55084;0
toshima55085;0
toshima55086;0
toshima55087;0
toshima55088;0
toshima55089;0
toshima5509;0
toshima55090;0
toshima55091;0
toshima55092;0
toshima55093;0
toshima55094;0
toshima55095;0
toshima55096;0
toshima55097;0
toshima55098;0
toshima55099;0
toshima551;1
toshima5510;0
toshima55100;0
toshima55101;0
toshima55102;0
toshima55103;0
toshima55104;0
toshima55105;0
toshima55106;0
toshima55107;0
toshima55108;0
toshima55109;0
toshima5511;0
toshima55110;0
toshima55111;0
toshima55112;0
toshima55113;0
toshima55114;0
toshima55115;0
toshima55116;0
toshima55117;0
toshima55118;0
toshima55119;0
toshima5512;0
toshima55120;0
toshima55121;0
toshima55122;0
toshima55123;0
toshima55124;0
toshima55125;0
toshima55126;0
toshima55127;0
toshima55128;0
toshima55129;0
toshima5513;0
toshima55130;0
toshima55131;0
toshima55132;0
toshima55133;0
toshima55134;0
toshima55135;0
toshima55136;0
toshima55137;0
toshima55138;0
toshima55139;0
toshima5514;0
toshima55140;0
toshima55141;0
toshima55142;0
toshima55143;0
toshima55144;0
toshima55145;0
toshima55146;0
toshima55147;0
toshima55148;0
toshima55149;0
toshima5515;0
toshima55150;0
toshima55151;0
toshima55152;0
toshima55153;0
toshima55154;0
toshima55155;0
toshima55156;0
toshima55157;0
toshima55158;0
toshima55159;0
toshima5516;0
toshima55160;0
toshima55161;0
toshima55162;0
toshima55163;0
toshima55164;0
toshima55165;0
toshima55166;0
toshima55167;0
toshima55168;0
toshima55169;0
toshima5517;0
toshima55170;0
toshima55171;0
toshima55172;0
toshima55173;0
toshima55174;0
toshima55175;0
toshima55176;0
toshima55177;0
toshima55178;0
toshima55179;0
toshima5518;0
toshima55180;0
toshima55181;0
toshima55182;0
toshima55183;0
toshima55184;0
toshima55185;0
toshima55186;0
toshima55187;0
toshima55188;0
toshima55189;0
toshima5519;0
toshima55190;0
toshima55191;0
toshima55192;0
toshima55193;0
toshima55194;0
toshima55195;0
toshima55196;0
toshima55197;0
toshima55198;0
toshima55199;0
toshima552;1
toshima5520;0
toshima55200;0
toshima55201;0
toshima55202;0
toshima55203;0
toshima55204;0
toshima55205;0
toshima55206;0
toshima55207;0
toshima55208;0
toshima55209;0
toshima5521;0
toshima55210;0
toshima55211;0
toshima55212;0
toshima55213;0
toshima55214;0
toshima55215;0
toshima55216;0
toshima55217;0
toshima55218;0
toshima55219;0
toshima5522;0
toshima55220;0
toshima55221;0
toshima55222;0
toshima55223;0
toshima55224;0
toshima55225;0
toshima55226;0
toshima55227;0
toshima55228;0
toshima55229;0
toshima5523;0
toshima55230;0
toshima55231;0
toshima55232;0
toshima55233;0
toshima55234;0
toshima55235;0
toshima55236;0
toshima55237;0
toshima55238;0
toshima55239;0
toshima5524;0
toshima55240;0
toshima55241;0
toshima55242;0
toshima55243;0
toshima55244;0
toshima55245;0
toshima55246;0
toshima55247;0
toshima55248;0
toshima55249;0
toshima5525;0
toshima55250;0
toshima55251;0
toshima55252;0
toshima55253;0
toshima55254;0
toshima55255;0
toshima55256;0
toshima55257;0
toshima55258;0
toshima55259;0
toshima5526;0
toshima55260;0
toshima55261;0
toshima55262;0
toshima55263;0
toshima55264;0
toshima55265;0
toshima55266;0
toshima55267;0
toshima55268;0
toshima55269;0
toshima5527;0
toshima55270;0
toshima55271;0
toshima55272;0
toshima55273;0
toshima55274;0
toshima55275;0
toshima55276;0
toshima55277;0
toshima55278;0
toshima55279;0
toshima5528;0
toshima55280;0
toshima55281;0
toshima55282;0
toshima55283;0
toshima55284;0
toshima55285;0
toshima55286;0
toshima55287;0
toshima55288;0
toshima55289;0
toshima5529;0
toshima55290;0
toshima55291;0
toshima55292;0
toshima55293;0
toshima55294;0
toshima55295;0
toshima55296;0
toshima55297;0
toshima55298;0
toshima55299;0
toshima553;1
toshima5530;0
toshima55300;0
toshima55301;0
toshima55302;0
toshima55303;0
toshima55304;0
toshima55305;0
toshima55306;0
toshima55307;0
toshima55308;0
toshima55309;0
toshima5531;0
toshima55310;0
toshima55311;0
toshima55312;0
toshima55313;0
toshima55314;0
toshima55315;0
toshima55316;0
toshima55317;0
toshima55318;0
toshima55319;0
toshima5532;0
toshima55320;0
toshima55321;0
toshima55322;0
toshima55323;0
toshima55324;0
toshima55325;0
toshima55326;0
toshima55327;0
toshima55328;0
toshima55329;0
toshima5533;0
toshima55330;0
toshima55331;0
toshima55332;0
toshima55333;0
toshima55334;0
toshima55335;0
toshima55336;0
toshima55337;0
toshima55338;0
toshima55339;0
toshima5534;0
toshima55340;0
toshima55341;0
toshima55342;0
toshima55343;0
toshima55344;0
toshima55345;0
toshima55346;0
toshima55347;0
toshima55348;0
toshima55349;0
toshima5535;0
toshima55350;0
toshima55351;0
toshima55352;0
toshima55353;0
toshima55354;0
toshima55355;0
toshima55356;0
toshima55357;0
toshima55358;0
toshima55359;0
toshima5536;0
toshima55360;0
toshima55361;0
toshima55362;0
toshima55363;0
toshima55364;0
toshima55365;0
toshima55366;0
toshima55367;0
toshima55368;0
toshima55369;0
toshima5537;0
toshima55370;0
toshima55371;0
toshima55372;0
toshima55373;0
toshima55374;0
toshima55375;0
toshima55376;0
toshima55377;0
toshima55378;0
toshima55379;0
toshima5538;0
toshima55380;0
toshima55381;0
toshima55382;0
toshima55383;0
toshima55384;0
toshima55385;0
toshima55386;0
toshima55387;0
toshima55388;0
toshima55389;0
toshima5539;0
toshima55390;0
toshima55391;0
toshima55392;0
toshima55393;0
toshima55394;0
toshima55395;0
toshima55396;0
toshima55397;0
toshima55398;0
toshima55399;0
toshima554;1
toshima5540;0
toshima55400;0
toshima55401;0
toshima55402;0
toshima55403;0
toshima55404;0
toshima55405;0
toshima55406;0
toshima55407;0
toshima55408;0
toshima55409;0
toshima5541;0
toshima55410;0
toshima55411;0
toshima55412;0
toshima55413;0
toshima55414;0
toshima55415;0
toshima55416;0
toshima55417;0
toshima55418;0
toshima55419;0
toshima5542;0
toshima55420;0
toshima55421;0
toshima55422;0
toshima55423;0
toshima55424;0
toshima55425;0
toshima55426;0
toshima55427;0
toshima55428;0
toshima55429;0
toshima5543;0
toshima55430;0
toshima55431;0
toshima55432;0
toshima55433;0
toshima55434;0
toshima55435;0
toshima55436;0
toshima55437;0
toshima55438;0
toshima55439;0
toshima5544;0
toshima55440;0
toshima55441;0
toshima55442;0
toshima55443;0
toshima55444;0
toshima55445;0
toshima55446;0
toshima55447;0
toshima55448;0
toshima55449;0
toshima5545;0
toshima55450;0
toshima55451;0
toshima55452;0
toshima55453;0
toshima55454;0
toshima55455;0
toshima55456;0
toshima55457;0
toshima55458;0
toshima55459;0
toshima5546;0
toshima55460;0
toshima55461;0
toshima55462;0
toshima55463;0
toshima55464;0
toshima55465;0
toshima55466;0
toshima55467;0
toshima55468;0
toshima55469;0
toshima5547;0
toshima55470;0
toshima55471;0
toshima55472;0
toshima55473;0
toshima55474;0
toshima55475;0
toshima55476;0
toshima55477;0
toshima55478;0
toshima55479;0
toshima5548;0
toshima55480;0
toshima55481;0
toshima55482;0
toshima55483;0
toshima55484;0
toshima55485;0
toshima55486;0
toshima55487;0
toshima55488;0
toshima55489;0
toshima5549;0
toshima55490;0
toshima55491;0
toshima55492;0
toshima55493;0
toshima55494;0
toshima55495;0
toshima55496;0
toshima55497;0
toshima55498;0
toshima55499;0
toshima555;1
toshima5550;0
toshima55500;0
toshima55501;0
toshima55502;0
toshima55503;0
toshima55504;0
toshima55505;0
toshima55506;0
toshima55507;0
toshima55508;0
toshima55509;0
toshima5551;0
toshima55510;0
toshima55511;0
toshima55512;0
toshima55513;0
toshima55514;0
toshima55515;0
toshima55516;0
toshima55517;0
toshima55518;0
toshima55519;0
toshima5552;0
toshima55520;0
toshima55521;0
toshima55522;0
toshima55523;0
toshima55524;0
toshima55525;0
toshima55526;0
toshima55527;0
toshima55528;0
toshima55529;0
toshima5553;0
toshima55530;0
toshima55531;0
toshima55532;0
toshima55533;0
toshima55534;0
toshima55535;0
toshima55536;0
toshima55537;0
toshima55538;0
toshima55539;0
toshima5554;0
toshima55540;0
toshima55541;0
toshima55542;0
toshima55543;0
toshima55544;0
toshima55545;0
toshima55546;0
toshima55547;0
toshima55548;0
toshima55549;0
toshima5555;0
toshima55550;0
toshima55551;0
toshima55552;0
toshima55553;0
toshima55554;0
toshima55555;0
toshima55556;0
toshima55557;0
toshima55558;0
toshima55559;0
toshima5556;0
toshima55560;0
toshima55561;0
toshima55562;0
toshima55563;0
toshima55564;0
toshima55565;0
toshima55566;0
toshima55567;0
toshima55568;0
toshima55569;0
toshima5557;0
toshima55570;0
toshima55571;0
toshima55572;0
toshima55573;0
toshima55574;0
toshima55575;0
toshima55576;0
toshima55577;0
toshima55578;0
toshima55579;0
toshima5558;0
toshima55580;0
toshima55581;0
toshima55582;0
toshima55583;0
toshima55584;0
toshima55585;0
toshima55586;0
toshima55587;0
toshima55588;0
toshima55589;0
toshima5559;0
toshima55590;0
toshima55591;0
toshima55592;0
toshima55593;0
toshima55594;0
toshima55595;0
toshima55596;0
toshima55597;0
toshima55598;0
toshima55599;0
toshima556;1
toshima5560;0
toshima55600;0
toshima55601;0
toshima55602;0
toshima55603;0
toshima55604;0
toshima55605;0
toshima55606;0
toshima55607;0
toshima55608;0
toshima55609;0
toshima5561;0
toshima55610;0
toshima55611;0
toshima55612;0
toshima55613;0
toshima55614;0
toshima55615;0
toshima55616;0
toshima55617;0
toshima55618;0
toshima55619;0
toshima5562;0
toshima55620;0
toshima55621;0
toshima55622;0
toshima55623;0
toshima55624;0
toshima55625;0
toshima55626;0
toshima55627;0
toshima55628;0
toshima55629;0
toshima5563;0
toshima55630;0
toshima55631;0
toshima55632;0
toshima55633;0
toshima55634;0
toshima55635;0
toshima55636;0
toshima55637;0
toshima55638;0
toshima55639;0
toshima5564;0
toshima55640;0
toshima55641;0
toshima55642;0
toshima55643;0
toshima55644;0
toshima55645;0
toshima55646;0
toshima55647;0
toshima55648;0
toshima55649;0
toshima5565;0
toshima55650;0
toshima55651;0
toshima55652;0
toshima55653;0
toshima55654;0
toshima55655;0
toshima55656;0
toshima55657;0
toshima55658;0
toshima55659;0
toshima5566;0
toshima55660;0
toshima55661;0
toshima55662;0
toshima55663;0
toshima55664;0
toshima55665;0
toshima55666;0
toshima55667;0
toshima55668;0
toshima55669;0
toshima5567;0
toshima55670;0
toshima55671;0
toshima55672;0
toshima55673;0
toshima55674;0
toshima55675;0
toshima55676;0
toshima55677;0
toshima55678;0
toshima55679;0
toshima5568;0
toshima55680;0
toshima55681;0
toshima55682;0
toshima55683;0
toshima55684;0
toshima55685;0
toshima55686;0
toshima55687;0
toshima55688;0
toshima55689;0
toshima5569;0
toshima55690;0
toshima55691;0
toshima55692;0
toshima55693;0
toshima55694;0
toshima55695;0
toshima55696;0
toshima55697;0
toshima55698;0
toshima55699;0
toshima557;1
toshima5570;0
toshima55700;0
toshima55701;0
toshima55702;0
toshima55703;0
toshima55704;0
toshima55705;0
toshima55706;0
toshima55707;0
toshima55708;0
toshima55709;0
toshima5571;0
toshima55710;0
toshima55711;0
toshima55712;0
toshima55713;0
toshima55714;0
toshima55715;0
toshima55716;0
toshima55717;0
toshima55718;0
toshima55719;0
toshima5572;0
toshima55720;0
toshima55721;0
toshima55722;0
toshima55723;0
toshima55724;0
toshima55725;0
toshima55726;0
toshima55727;0
toshima55728;0
toshima55729;0
toshima5573;0
toshima55730;0
toshima55731;0
toshima55732;0
toshima55733;0
toshima55734;0
toshima55735;0
toshima55736;0
toshima55737;0
toshima55738;0
toshima55739;0
toshima5574;0
toshima55740;0
toshima55741;0
toshima55742;0
toshima55743;0
toshima55744;0
toshima55745;0
toshima55746;0
toshima55747;0
toshima55748;0
toshima55749;0
toshima5575;0
toshima55750;0
toshima55751;0
toshima55752;0
toshima55753;0
toshima55754;0
toshima55755;0
toshima55756;0
toshima55757;0
toshima55758;0
toshima55759;0
toshima5576;0
toshima55760;0
toshima55761;0
toshima55762;0
toshima55763;0
toshima55764;0
toshima55765;0
toshima55766;0
toshima55767;0
toshima55768;0
toshima55769;0
toshima5577;0
toshima55770;0
toshima55771;0
toshima55772;0
toshima55773;0
toshima55774;0
toshima55775;0
toshima55776;0
toshima55777;0
toshima55778;0
toshima55779;0
toshima5578;0
toshima55780;0
toshima55781;0
toshima55782;0
toshima55783;0
toshima55784;0
toshima55785;0
toshima55786;0
toshima55787;0
toshima55788;0
toshima55789;0
toshima5579;0
toshima55790;0
toshima55791;0
toshima55792;0
toshima55793;0
toshima55794;0
toshima55795;0
toshima55796;0
toshima55797;0
toshima55798;0
toshima55799;0
toshima558;1
toshima5580;0
toshima55800;0
toshima55801;0
toshima55802;0
toshima55803;0
toshima55804;0
toshima55805;0
toshima55806;0
toshima55807;0
toshima55808;0
toshima55809;0
toshima5581;0
toshima55810;0
toshima55811;0
toshima55812;0
toshima55813;0
toshima55814;0
toshima55815;0
toshima55816;0
toshima55817;0
toshima55818;0
toshima55819;0
toshima5582;0
toshima55820;0
toshima55821;0
toshima55822;0
toshima55823;0
toshima55824;0
toshima55825;0
toshima55826;0
toshima55827;0
toshima55828;0
toshima55829;0
toshima5583;0
toshima55830;0
toshima55831;0
toshima55832;0
toshima55833;0
toshima55834;0
toshima55835;0
toshima55836;0
toshima55837;0
toshima55838;0
toshima55839;0
toshima5584;0
toshima55840;0
toshima55841;0
toshima55842;0
toshima55843;0
toshima55844;0
toshima55845;0
toshima55846;0
toshima55847;0
toshima55848;0
toshima55849;0
toshima5585;0
toshima55850;0
toshima55851;0
toshima55852;0
toshima55853;0
toshima55854;0
toshima55855;0
toshima55856;0
toshima55857;0
toshima55858;0
toshima55859;0
toshima5586;0
toshima55860;0
toshima55861;0
toshima55862;0
toshima55863;0
toshima55864;0
toshima55865;0
toshima55866;0
toshima55867;0
toshima55868;0
toshima55869;0
toshima5587;0
toshima55870;0
toshima55871;0
toshima55872;0
toshima55873;0
toshima55874;0
toshima55875;0
toshima55876;0
toshima55877;0
toshima55878;0
toshima55879;0
toshima5588;0
toshima55880;0
toshima55881;0
toshima55882;0
toshima55883;0
toshima55884;0
toshima55885;0
toshima55886;0
toshima55887;0
toshima55888;0
toshima55889;0
toshima5589;0
toshima55890;0
